avg.exp,pct.exp,features.plot,id,avg.exp.scaled
0.24143583,5.052824989,FOXP2,Inh-L1-5-VIP-KCNJ2,-0.662523438
0.152214245,5.879650896,CUX2,Inh-L1-5-VIP-KCNJ2,-0.742053214
3.991452022,51.72255397,CCK,Inh-L1-5-VIP-KCNJ2,2.226500197
0.956930604,39.73357832,CALB2,Inh-L1-5-VIP-KCNJ2,1.289494217
0.019440895,1.515847497,CALB1,Inh-L1-5-VIP-KCNJ2,-0.522202793
6.687389658,93.38539274,APP,Inh-L1-5-VIP-KCNJ2,0.619310064
72.37758407,98.989435,ADARB2,Inh-L1-5-VIP-KCNJ2,2.304727415
0.635799614,41.70877354,ADARB1,Inh-L1-5-VIP-KCNJ2,-0.686099975
0.00356634,0.563813429,VIP,Exc-L5-6-THEMIS-GPR21,-0.306852284
1.304277806,80.36904152,SYP,Exc-L5-6-THEMIS-GPR21,-0.767055353
0.039885469,1.178882624,SST,Exc-L5-6-THEMIS-GPR21,-0.430057909
0.062850981,5.945668888,RORB,Exc-L5-6-THEMIS-GPR21,-0.567748462
4.483288424,93.79805228,RBFOX3,Exc-L5-6-THEMIS-GPR21,0.448988154
0.002672256,0.358790364,PVALB,Exc-L5-6-THEMIS-GPR21,-0.266599013
0.037546957,4.869297796,PCP4,Exc-L5-6-THEMIS-GPR21,-0.505281043
2.53991044,87.33982573,NTNG2,Exc-L5-6-THEMIS-GPR21,2.5
1.9425192,64.53100974,NTNG1,Exc-L5-6-THEMIS-GPR21,0.07614153
0.00935946,1.025115325,NPY,Exc-L5-6-THEMIS-GPR21,-0.290719914
8.53347387,97.43721169,MAP2,Exc-L5-6-THEMIS-GPR21,-0.698169705
3.246519522,90.46642747,LMO4,Exc-L5-6-THEMIS-GPR21,1.381525053
0.002770357,0.615069195,LHX6,Exc-L5-6-THEMIS-GPR21,-0.413526977
7.819883125,83.1368529,GPC5,Exc-L5-6-THEMIS-GPR21,2.5
0.018264183,3.126601743,GAD2,Exc-L5-6-THEMIS-GPR21,-0.573551058
0.016698031,2.767811379,GAD1,Exc-L5-6-THEMIS-GPR21,-0.638236052
0.297779006,16.96565864,FOXP2,Exc-L5-6-THEMIS-GPR21,-0.640131223
3.096808021,56.6888775,CUX2,Exc-L5-6-THEMIS-GPR21,0.637706643
2.185068549,73.24449001,CCK,Exc-L5-6-THEMIS-GPR21,0.62458639
0.009929916,1.127626858,CALB2,Exc-L5-6-THEMIS-GPR21,-0.336445325
0.00124361,0.307534598,CALB1,Exc-L5-6-THEMIS-GPR21,-0.803768163
7.82887562,95.95079446,APP,Exc-L5-6-THEMIS-GPR21,1.936069508
0.132941521,10.14864172,ADARB2,Exc-L5-6-THEMIS-GPR21,-0.465198054
0.648299141,61.14812916,ADARB1,Exc-L5-6-THEMIS-GPR21,-0.637737003
0.001510829,0.147710487,VIP,Inh-LAMP5,-0.313233992
1.306012857,66.98670606,SYP,Inh-LAMP5,-0.758493916
0.018895958,1.255539143,SST,Inh-LAMP5,-0.479401875
0.274676145,17.02363368,RORB,Inh-LAMP5,-0.513044689
5.434197103,94.4239291,RBFOX3,Inh-LAMP5,1.254773284
0.002073961,0.332348597,PVALB,Inh-LAMP5,-0.273539139
0.056313884,4.985228951,PCP4,Inh-LAMP5,-0.462789678
0.123349064,11.07828656,NTNG2,Inh-LAMP5,-0.265096015
10.48185133,94.79320532,NTNG1,Inh-LAMP5,2.5
0.006626991,0.775480059,NPY,Inh-LAMP5,-0.299983106
7.623539227,96.7872969,MAP2,Inh-LAMP5,-1.205647672
0.574419153,41.39586411,LMO4,Inh-LAMP5,-0.906456097
0.277394117,20.05169867,LHX6,Inh-LAMP5,0.328166147
0.414344076,19.20236337,GPC5,Inh-LAMP5,-1.119319434
6.663503146,93.42688331,GAD2,Inh-LAMP5,2.5
3.432130343,84.89660266,GAD1,Inh-LAMP5,1.285652402
0.067634648,4.837518464,FOXP2,Inh-LAMP5,-0.731596457
0.203472455,9.52732644,CUX2,Inh-LAMP5,-0.718034953
2.371728542,70.75332349,CCK,Inh-LAMP5,0.790117809
0.006792465,0.627769572,CALB2,Inh-LAMP5,-0.341832129
0.111621062,9.748892171,CALB1,Inh-LAMP5,0.904094675
6.453106268,94.27621861,APP,Inh-LAMP5,0.349052805
65.55075957,98.33825702,ADARB2,Inh-LAMP5,2.042980739
0.582205225,44.12850812,ADARB1,Inh-LAMP5,-0.893466544
0.006242996,0.457585357,VIP,Exc-L6-FEZF2,-0.298542122
1.589697048,82.89334741,SYP,Exc-L6-FEZF2,0.641317398
0.097544851,2.006335797,SST,Exc-L6-FEZF2,-0.294507228
0.080546072,7.039774727,RORB,Exc-L6-FEZF2,-0.563178711
4.9846334,93.38261176,RBFOX3,Exc-L6-FEZF2,0.87382004
0.002037766,0.38718761,PVALB,Exc-L6-FEZF2,-0.273958988
0.082139895,7.250967969,PCP4,Exc-L6-FEZF2,-0.4043154
0.045867272,6.793382612,NTNG2,Exc-L6-FEZF2,-0.392888669
0.047480136,3.942273847,NTNG1,Exc-L6-FEZF2,-0.635325618
0.055063933,5.80781415,NPY,Exc-L6-FEZF2,-0.135779713
11.45080661,97.81766983,MAP2,Exc-L6-FEZF2,0.928850543
1.127283034,68.14501936,LMO4,Exc-L6-FEZF2,-0.43306739
0.001621588,0.422386484,LHX6,Exc-L6-FEZF2,-0.416629527
4.860245168,58.21893699,GPC5,Exc-L6-FEZF2,1.134729572
0.022817399,3.062302006,GAD2,Exc-L6-FEZF2,-0.571374798
0.024374601,3.132699754,GAD1,Exc-L6-FEZF2,-0.633911895
6.615507627,88.31397395,FOXP2,Exc-L6-FEZF2,1.870695153
0.069699895,8.764519535,CUX2,Exc-L6-FEZF2,-0.780717286
0.180601778,18.19781767,CCK,Exc-L6-FEZF2,-1.152989107
0.028778952,3.203097501,CALB2,Exc-L6-FEZF2,-0.304082738
0.005394188,0.844772967,CALB1,Exc-L6-FEZF2,-0.739546537
6.064017232,94.7905667,APP,Exc-L6-FEZF2,-0.099780277
0.295842086,23.19605773,ADARB2,Exc-L6-FEZF2,-0.458952298
0.555821925,55.82541359,ADARB1,Exc-L6-FEZF2,-0.995548393
0.002893648,0.651465798,VIP,Exc-L5-6-FEZF2-RSAD2,-0.30894078
1.381707887,77.60586319,SYP,Exc-L5-6-FEZF2-RSAD2,-0.384984347
0.011585413,1.954397394,SST,Exc-L5-6-FEZF2-RSAD2,-0.496588137
0.136300161,11.48208469,RORB,Exc-L5-6-FEZF2-RSAD2,-0.548780238
3.314983752,91.7752443,RBFOX3,Exc-L5-6-FEZF2-RSAD2,-0.541014936
0.003282369,0.732899023,PVALB,Exc-L5-6-FEZF2-RSAD2,-0.259521803
1.812567191,67.752443,PCP4,Exc-L5-6-FEZF2-RSAD2,2.5
0.016568772,3.175895765,NTNG2,Exc-L5-6-FEZF2-RSAD2,-0.441211419
0.072252408,4.397394137,NTNG1,Exc-L5-6-FEZF2-RSAD2,-0.626025199
0.006334856,0.732899023,NPY,Exc-L5-6-FEZF2-RSAD2,-0.300973459
10.91989351,97.63843648,MAP2,Exc-L5-6-FEZF2-RSAD2,0.632755976
0.552120963,45.84690554,LMO4,Exc-L5-6-FEZF2-RSAD2,-0.925548883
0.00344274,0.488599349,LHX6,Exc-L5-6-FEZF2-RSAD2,-0.411711031
3.700266332,46.33550489,GPC5,Exc-L5-6-FEZF2-RSAD2,0.546626263
0.031977518,3.990228013,GAD2,Exc-L5-6-FEZF2-RSAD2,-0.566996619
